go_term	description	secretome_genes	non_secretome_genes	prob of combination	expected	population	Bonferonni corrected p-value
GO:0046540	U4/U6 x U5 tri-snRNP complex	0	2	0	0.875813	2	308.0687499
GO:0006370	7-methylguanosine mRNA capping	0	2	0	0.875813	2	308.0687499
GO:0043564	Ku70:Ku80 complex	0	2	0	0.875813	2	308.0687499
GO:0006429	leucyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0009113	purine nucleobase biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0019211	phosphatase activator activity	0	2	0	0.875813	2	308.0687499
GO:0045292	"mRNA cis splicing, via spliceosome"	0	2	0	0.875813	2	308.0687499
GO:0009316	3-isopropylmalate dehydratase complex	0	2	0	0.875813	2	308.0687499
GO:0005099	Ras GTPase activator activity	0	2	0	0.875813	2	308.0687499
GO:0005742	mitochondrial outer membrane translocase complex	0	2	0	0.875813	2	308.0687499
GO:0032934	sterol binding	0	2	0	0.875813	2	308.0687499
GO:0006303	double-strand break repair via nonhomologous end joining	0	2	0	0.875813	2	308.0687499
GO:0004017	adenylate kinase activity	0	2	0	0.875813	2	308.0687499
GO:0006275	regulation of DNA replication	0	2	0	0.875813	2	308.0687499
GO:0003958	NADPH-hemoprotein reductase activity	0	2	0	0.875813	2	308.0687499
GO:0005351	sugar:hydrogen symporter activity	0	2	0	0.875813	2	308.0687499
GO:0003729	mRNA binding	0	2	0	0.875813	2	308.0687499
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	0	2	0	0.875813	2	308.0687499
GO:0006529	asparagine biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0006378	mRNA polyadenylation	0	2	0	0.875813	2	308.0687499
GO:0005047	signal recognition particle binding	0	2	0	0.875813	2	308.0687499
GO:0033565	ESCRT-0 complex	0	2	0	0.875813	2	308.0687499
GO:0006555	methionine metabolic process	0	2	0	0.875813	2	308.0687499
GO:0043130	ubiquitin binding	0	2	0	0.875813	2	308.0687499
GO:0003954	NADH dehydrogenase activity	0	2	0	0.875813	2	308.0687499
GO:0019201	nucleotide kinase activity	0	2	0	0.875813	2	308.0687499
GO:0006974	response to DNA damage stimulus	0	2	0	0.875813	2	308.0687499
GO:0004143	diacylglycerol kinase activity	0	2	0	0.875813	2	308.0687499
GO:0005388	calcium-transporting ATPase activity	0	2	0	0.875813	2	308.0687499
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	0	2	0	0.875813	2	308.0687499
GO:0004385	guanylate kinase activity	0	2	0	0.875813	2	308.0687499
GO:0009279	cell outer membrane	0	2	0	0.875813	2	308.0687499
GO:0003830	"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"	0	2	0	0.875813	2	308.0687499
GO:0006631	fatty acid metabolic process	0	2	0	0.875813	2	308.0687499
GO:0006422	aspartyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0000339	RNA cap binding	0	2	0	0.875813	2	308.0687499
GO:0007020	microtubule nucleation	0	2	0	0.875813	2	308.0687499
GO:0006790	sulfur compound metabolic process	0	2	0	0.875813	2	308.0687499
GO:0018342	protein prenylation	0	2	0	0.875813	2	308.0687499
GO:0004372	glycine hydroxymethyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0031369	translation initiation factor binding	0	2	0	0.875813	2	308.0687499
GO:0004026	alcohol O-acetyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0046474	glycerophospholipid biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0004822	isoleucine-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0006436	tryptophanyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0005876	spindle microtubule	0	2	0	0.875813	2	308.0687499
GO:0004049	anthranilate synthase activity	0	2	0	0.875813	2	308.0687499
GO:0008289	lipid binding	0	2	0	0.875813	2	308.0687499
GO:0000724	double-strand break repair via homologous recombination	0	2	0	0.875813	2	308.0687499
GO:0018279	protein N-linked glycosylation via asparagine	0	2	0	0.875813	2	308.0687499
GO:0000796	condensin complex	0	2	0	0.875813	2	308.0687499
GO:0003913	DNA photolyase activity	0	2	0	0.875813	2	308.0687499
GO:0006542	glutamine biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0009966	regulation of signal transduction	0	2	0	0.875813	2	308.0687499
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0006820	anion transport	0	2	0	0.875813	2	308.0687499
GO:0004816	asparagine-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0016568	chromatin modification	0	2	0	0.875813	2	308.0687499
GO:0008318	protein prenyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0071577	zinc ion transmembrane transport	0	2	0	0.875813	2	308.0687499
GO:0006570	tyrosine metabolic process	0	2	0	0.875813	2	308.0687499
GO:0008479	queuine tRNA-ribosyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	0	2	0	0.875813	2	308.0687499
GO:0016776	"phosphotransferase activity, phosphate group as acceptor"	0	2	0	0.875813	2	308.0687499
GO:0006515	misfolded or incompletely synthesized protein catabolic process	0	2	0	0.875813	2	308.0687499
GO:0006537	glutamate biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0045892	"negative regulation of transcription, DNA-dependent"	0	2	0	0.875813	2	308.0687499
GO:0051028	mRNA transport	0	2	0	0.875813	2	308.0687499
GO:0005484	SNAP receptor activity	0	2	0	0.875813	2	308.0687499
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	0	2	0	0.875813	2	308.0687499
GO:0004932	mating-type factor pheromone receptor activity	0	2	0	0.875813	2	308.0687499
GO:0009072	aromatic amino acid family metabolic process	0	2	0	0.875813	2	308.0687499
GO:2001070	starch binding	0	2	0	0.875813	2	308.0687499
GO:0016972	thiol oxidase activity	0	2	0	0.875813	2	308.0687499
GO:0007034	vacuolar transport	0	2	0	0.875813	2	308.0687499
GO:0008271	secondary active sulfate transmembrane transporter activity	0	2	0	0.875813	2	308.0687499
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	0	2	0	0.875813	2	308.0687499
GO:0004462	lactoylglutathione lyase activity	0	2	0	0.875813	2	308.0687499
GO:0006200	ATP catabolic process	0	2	0	0.875813	2	308.0687499
GO:0006428	isoleucyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0016891	"endoribonuclease activity, producing 5'-phosphomonoesters"	0	2	0	0.875813	2	308.0687499
GO:0017048	Rho GTPase binding	0	2	0	0.875813	2	308.0687499
GO:0004371	glycerone kinase activity	0	2	0	0.875813	2	308.0687499
GO:0004930	G-protein coupled receptor activity	0	2	0	0.875813	2	308.0687499
GO:0042720	mitochondrial inner membrane peptidase complex	0	2	0	0.875813	2	308.0687499
GO:0017069	snRNA binding	0	2	0	0.875813	2	308.0687499
GO:0004356	glutamate-ammonia ligase activity	0	2	0	0.875813	2	308.0687499
GO:0016307	phosphatidylinositol phosphate kinase activity	0	2	0	0.875813	2	308.0687499
GO:0000784	"nuclear chromosome, telomeric region"	0	2	0	0.875813	2	308.0687499
GO:0006568	tryptophan metabolic process	0	2	0	0.875813	2	308.0687499
GO:0008441	"3'(2'),5'-bisphosphate nucleotidase activity"	0	2	0	0.875813	2	308.0687499
GO:0006421	asparaginyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0001882	nucleoside binding	0	2	0	0.875813	2	308.0687499
GO:0004827	proline-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0015112	nitrate transmembrane transporter activity	0	2	0	0.875813	2	308.0687499
GO:0009341	beta-galactosidase complex	0	2	0	0.875813	2	308.0687499
GO:0003878	ATP citrate synthase activity	0	2	0	0.875813	2	308.0687499
GO:0045324	late endosome to vacuole transport	0	2	0	0.875813	2	308.0687499
GO:0048278	vesicle docking	0	2	0	0.875813	2	308.0687499
GO:0006487	protein N-linked glycosylation	0	2	0	0.875813	2	308.0687499
GO:0006438	valyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0015707	nitrite transport	0	2	0	0.875813	2	308.0687499
GO:0006433	prolyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0004807	triose-phosphate isomerase activity	0	2	0	0.875813	2	308.0687499
GO:0051205	protein insertion into membrane	0	2	0	0.875813	2	308.0687499
GO:0004829	threonine-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0004411	"homogentisate 1,2-dioxygenase activity"	0	2	0	0.875813	2	308.0687499
GO:0008540	"proteasome regulatory particle, base subcomplex"	0	2	0	0.875813	2	308.0687499
GO:0000062	fatty-acyl-CoA binding	0	2	0	0.875813	2	308.0687499
GO:0005664	nuclear origin of replication recognition complex	0	2	0	0.875813	2	308.0687499
GO:0005846	nuclear cap binding complex	0	2	0	0.875813	2	308.0687499
GO:0022900	electron transport chain	0	2	0	0.875813	2	308.0687499
GO:0043626	PCNA complex	0	2	0	0.875813	2	308.0687499
GO:0030060	L-malate dehydrogenase activity	0	2	0	0.875813	2	308.0687499
GO:0004020	adenylylsulfate kinase activity	0	2	0	0.875813	2	308.0687499
GO:0003896	DNA primase activity	0	2	0	0.875813	2	308.0687499
GO:0006839	mitochondrial transport	0	2	0	0.875813	2	308.0687499
GO:0004813	alanine-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0016559	peroxisome fission	0	2	0	0.875813	2	308.0687499
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	0	2	0	0.875813	2	308.0687499
GO:0071203	WASH complex	0	2	0	0.875813	2	308.0687499
GO:0051301	cell division	0	2	0	0.875813	2	308.0687499
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	0	2	0	0.875813	2	308.0687499
GO:0004815	aspartate-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0030488	tRNA methylation	0	2	0	0.875813	2	308.0687499
GO:0016868	"intramolecular transferase activity, phosphotransferases"	0	2	0	0.875813	2	308.0687499
GO:0004754	"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity"	0	2	0	0.875813	2	308.0687499
GO:0003879	ATP phosphoribosyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0008616	queuosine biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0005672	transcription factor TFIIA complex	0	2	0	0.875813	2	308.0687499
GO:0006644	phospholipid metabolic process	0	2	0	0.875813	2	308.0687499
GO:0022904	respiratory electron transport chain	0	2	0	0.875813	2	308.0687499
GO:0004396	hexokinase activity	0	2	0	0.875813	2	308.0687499
GO:0030328	prenylcysteine catabolic process	0	2	0	0.875813	2	308.0687499
GO:0004055	argininosuccinate synthase activity	0	2	0	0.875813	2	308.0687499
GO:0004809	tRNA (guanine-N2-)-methyltransferase activity	0	2	0	0.875813	2	308.0687499
GO:0006476	protein deacetylation	0	2	0	0.875813	2	308.0687499
GO:0016575	histone deacetylation	0	2	0	0.875813	2	308.0687499
GO:0009331	glycerol-3-phosphate dehydrogenase complex	0	2	0	0.875813	2	308.0687499
GO:0030123	AP-3 adaptor complex	0	2	0	0.875813	2	308.0687499
GO:0017025	TBP-class protein binding	0	2	0	0.875813	2	308.0687499
GO:0006379	mRNA cleavage	0	2	0	0.875813	2	308.0687499
GO:0030904	retromer complex	0	2	0	0.875813	2	308.0687499
GO:0006783	heme biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	0	2	0	0.875813	2	308.0687499
GO:0043141	ATP-dependent 5'-3' DNA helicase activity	0	2	0	0.875813	2	308.0687499
GO:0015937	coenzyme A biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0004818	glutamate-tRNA ligase activity	0	2	0	0.875813	2	308.0687499
GO:0005778	peroxisomal membrane	0	2	0	0.875813	2	308.0687499
GO:0030896	checkpoint clamp complex	0	2	0	0.875813	2	308.0687499
GO:0000103	sulfate assimilation	0	2	0	0.875813	2	308.0687499
GO:0005938	cell cortex	0	2	0	0.875813	2	308.0687499
GO:0043115	precorrin-2 dehydrogenase activity	0	2	0	0.875813	2	308.0687499
GO:0016701	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"	0	2	0	0.875813	2	308.0687499
GO:0070588	calcium ion transmembrane transport	0	2	0	0.875813	2	308.0687499
GO:0009097	isoleucine biosynthetic process	0	2	0	0.875813	2	308.0687499
GO:0006430	lysyl-tRNA aminoacylation	0	2	0	0.875813	2	308.0687499
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	0	2	0	0.875813	2	308.0687499
GO:0016810	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	4	29	0.121212121	0.000002	33	328.1167635
GO:0055114	oxidation-reduction process	73	647	0.101388889	0	720	341.6128573
GO:0016791	phosphatase activity	3	23	0.115384615	0.000057	26	380.943885
GO:0004222	metalloendopeptidase activity	2	16	0.111111111	0.001425	18	402.7426172
GO:0009987	cellular process	1	9	0.1	0.035323	10	412.0077991
GO:0006750	glutathione biosynthetic process	0	3	0	0.819629	3	440.9326654
GO:0008410	CoA-transferase activity	0	3	0	0.819629	3	440.9326654
GO:0006741	NADP biosynthetic process	0	3	0	0.819629	3	440.9326654
GO:0009103	lipopolysaccharide biosynthetic process	0	3	0	0.819629	3	440.9326654
GO:0004749	ribose phosphate diphosphokinase activity	0	3	0	0.819629	3	440.9326654
GO:0004828	serine-tRNA ligase activity	0	3	0	0.819629	3	440.9326654
GO:0034968	histone lysine methylation	0	3	0	0.819629	3	440.9326654
GO:0009408	response to heat	0	3	0	0.819629	3	440.9326654
GO:0007031	peroxisome organization	0	3	0	0.819629	3	440.9326654
GO:0019001	guanyl nucleotide binding	0	3	0	0.819629	3	440.9326654
GO:0042765	GPI-anchor transamidase complex	0	3	0	0.819629	3	440.9326654
GO:0009584	detection of visible light	0	3	0	0.819629	3	440.9326654
GO:0003873	6-phosphofructo-2-kinase activity	0	3	0	0.819629	3	440.9326654
GO:0006536	glutamate metabolic process	0	3	0	0.819629	3	440.9326654
GO:0015238	drug transmembrane transporter activity	0	3	0	0.819629	3	440.9326654
GO:0008380	RNA splicing	0	3	0	0.819629	3	440.9326654
GO:0016857	"racemase and epimerase activity, acting on carbohydrates and derivatives"	0	3	0	0.819629	3	440.9326654
GO:0005669	transcription factor TFIID complex	0	3	0	0.819629	3	440.9326654
GO:0015369	calcium:hydrogen antiporter activity	0	3	0	0.819629	3	440.9326654
GO:0004470	malic enzyme activity	0	3	0	0.819629	3	440.9326654
GO:0006855	drug transmembrane transport	0	3	0	0.819629	3	440.9326654
GO:0003984	acetolactate synthase activity	0	3	0	0.819629	3	440.9326654
GO:0042162	telomeric DNA binding	0	3	0	0.819629	3	440.9326654
GO:0008121	ubiquinol-cytochrome-c reductase activity	0	3	0	0.819629	3	440.9326654
GO:0004888	transmembrane signaling receptor activity	0	3	0	0.819629	3	440.9326654
GO:0046907	intracellular transport	0	3	0	0.819629	3	440.9326654
GO:0006452	translational frameshifting	0	3	0	0.819629	3	440.9326654
GO:0004176	ATP-dependent peptidase activity	0	3	0	0.819629	3	440.9326654
GO:0045901	positive regulation of translational elongation	0	3	0	0.819629	3	440.9326654
GO:0036361	"racemase activity, acting on amino acids and derivatives"	0	3	0	0.819629	3	440.9326654
GO:0000077	DNA damage checkpoint	0	3	0	0.819629	3	440.9326654
GO:0003935	GTP cyclohydrolase II activity	0	3	0	0.819629	3	440.9326654
GO:0003697	single-stranded DNA binding	0	3	0	0.819629	3	440.9326654
GO:0046952	ketone body catabolic process	0	3	0	0.819629	3	440.9326654
GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	0	3	0	0.819629	3	440.9326654
GO:0005315	inorganic phosphate transmembrane transporter activity	0	3	0	0.819629	3	440.9326654
GO:0008408	3'-5' exonuclease activity	0	3	0	0.819629	3	440.9326654
GO:0031683	G-protein beta/gamma-subunit complex binding	0	3	0	0.819629	3	440.9326654
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	0	3	0	0.819629	3	440.9326654
GO:0004331	"fructose-2,6-bisphosphate 2-phosphatase activity"	0	3	0	0.819629	3	440.9326654
GO:0006265	DNA topological change	0	3	0	0.819629	3	440.9326654
GO:0003909	DNA ligase activity	0	3	0	0.819629	3	440.9326654
GO:0006891	intra-Golgi vesicle-mediated transport	0	3	0	0.819629	3	440.9326654
GO:0000159	protein phosphatase type 2A complex	0	3	0	0.819629	3	440.9326654
GO:0006559	L-phenylalanine catabolic process	0	3	0	0.819629	3	440.9326654
GO:0016833	oxo-acid-lyase activity	0	3	0	0.819629	3	440.9326654
GO:0035267	NuA4 histone acetyltransferase complex	0	3	0	0.819629	3	440.9326654
GO:0048015	phosphatidylinositol-mediated signaling	0	3	0	0.819629	3	440.9326654
GO:0015780	nucleotide-sugar transport	0	3	0	0.819629	3	440.9326654
GO:0044249	cellular biosynthetic process	0	3	0	0.819629	3	440.9326654
GO:0004414	homoserine O-acetyltransferase activity	0	3	0	0.819629	3	440.9326654
GO:0006434	seryl-tRNA aminoacylation	0	3	0	0.819629	3	440.9326654
GO:0030071	regulation of mitotic metaphase/anaphase transition	0	3	0	0.819629	3	440.9326654
GO:0000178	exosome (RNase complex)	0	3	0	0.819629	3	440.9326654
GO:0005992	trehalose biosynthetic process	0	3	0	0.819629	3	440.9326654
GO:0004735	pyrroline-5-carboxylate reductase activity	0	3	0	0.819629	3	440.9326654
GO:0006432	phenylalanyl-tRNA aminoacylation	0	3	0	0.819629	3	440.9326654
GO:0019674	NAD metabolic process	0	3	0	0.819629	3	440.9326654
GO:0006072	glycerol-3-phosphate metabolic process	0	3	0	0.819629	3	440.9326654
GO:0045905	positive regulation of translational termination	0	3	0	0.819629	3	440.9326654
GO:0003747	translation release factor activity	0	3	0	0.819629	3	440.9326654
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	0	3	0	0.819629	3	440.9326654
GO:0008519	ammonium transmembrane transporter activity	0	3	0	0.819629	3	440.9326654
GO:0007076	mitotic chromosome condensation	0	3	0	0.819629	3	440.9326654
GO:0032784	"regulation of DNA-dependent transcription, elongation"	0	3	0	0.819629	3	440.9326654
GO:0005976	polysaccharide metabolic process	0	3	0	0.819629	3	440.9326654
GO:0006306	DNA methylation	0	3	0	0.819629	3	440.9326654
GO:0005787	signal peptidase complex	0	3	0	0.819629	3	440.9326654
GO:0000776	kinetochore	0	3	0	0.819629	3	440.9326654
GO:0001664	G-protein coupled receptor binding	0	3	0	0.819629	3	440.9326654
GO:0006000	fructose metabolic process	0	3	0	0.819629	3	440.9326654
GO:0006817	phosphate ion transport	0	3	0	0.819629	3	440.9326654
GO:0051726	regulation of cell cycle	0	3	0	0.819629	3	440.9326654
GO:0005338	nucleotide-sugar transmembrane transporter activity	0	3	0	0.819629	3	440.9326654
GO:0007015	actin filament organization	0	3	0	0.819629	3	440.9326654
GO:0000228	nuclear chromosome	0	3	0	0.819629	3	440.9326654
GO:0042803	protein homodimerization activity	0	3	0	0.819629	3	440.9326654
GO:0019205	nucleobase-containing compound kinase activity	0	3	0	0.819629	3	440.9326654
GO:0019543	propionate catabolic process	0	3	0	0.819629	3	440.9326654
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	0	3	0	0.819629	3	440.9326654
GO:0007062	sister chromatid cohesion	0	3	0	0.819629	3	440.9326654
GO:0006546	glycine catabolic process	0	3	0	0.819629	3	440.9326654
GO:0016151	nickel cation binding	0	3	0	0.819629	3	440.9326654
GO:0030127	COPII vesicle coat	0	3	0	0.819629	3	440.9326654
GO:0005200	structural constituent of cytoskeleton	0	3	0	0.819629	3	440.9326654
GO:0000808	origin recognition complex	0	3	0	0.819629	3	440.9326654
GO:0006814	sodium ion transport	0	3	0	0.819629	3	440.9326654
GO:0017119	Golgi transport complex	0	3	0	0.819629	3	440.9326654
GO:0005740	mitochondrial envelope	0	3	0	0.819629	3	440.9326654
GO:0016624	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"	0	3	0	0.819629	3	440.9326654
GO:0017108	5'-flap endonuclease activity	0	3	0	0.819629	3	440.9326654
GO:0010333	terpene synthase activity	0	3	0	0.819629	3	440.9326654
GO:0016125	sterol metabolic process	0	3	0	0.819629	3	440.9326654
GO:0006122	"mitochondrial electron transport, ubiquinol to cytochrome c"	0	3	0	0.819629	3	440.9326654
GO:0009712	catechol-containing compound metabolic process	0	3	0	0.819629	3	440.9326654
GO:0045261	"proton-transporting ATP synthase complex, catalytic core F(1)"	0	3	0	0.819629	3	440.9326654
GO:0008601	protein phosphatase type 2A regulator activity	0	3	0	0.819629	3	440.9326654
GO:0016597	amino acid binding	0	3	0	0.819629	3	440.9326654
GO:0006564	L-serine biosynthetic process	0	3	0	0.819629	3	440.9326654
GO:0007166	cell surface receptor signaling pathway	0	3	0	0.819629	3	440.9326654
GO:0006535	cysteine biosynthetic process from serine	0	3	0	0.819629	3	440.9326654
GO:0030132	clathrin coat of coated pit	0	3	0	0.819629	3	440.9326654
GO:0006094	gluconeogenesis	0	3	0	0.819629	3	440.9326654
GO:0007094	mitotic spindle assembly checkpoint	0	3	0	0.819629	3	440.9326654
GO:0000276	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	0	3	0	0.819629	3	440.9326654
GO:0016799	"hydrolase activity, hydrolyzing N-glycosyl compounds"	0	3	0	0.819629	3	440.9326654
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	0	3	0	0.819629	3	440.9326654
GO:0034508	centromere complex assembly	0	3	0	0.819629	3	440.9326654
GO:0008897	holo-[acyl-carrier-protein] synthase activity	0	3	0	0.819629	3	440.9326654
GO:0016558	protein import into peroxisome matrix	0	3	0	0.819629	3	440.9326654
GO:0019509	L-methionine salvage from methylthioadenosine	0	3	0	0.819629	3	440.9326654
GO:0072488	ammonium transmembrane transport	0	3	0	0.819629	3	440.9326654
GO:0016619	malate dehydrogenase (oxaloacetate-decarboxylating) activity	0	3	0	0.819629	3	440.9326654
GO:0006672	ceramide metabolic process	0	3	0	0.819629	3	440.9326654
GO:0005544	calcium-dependent phospholipid binding	0	3	0	0.819629	3	440.9326654
GO:0030234	enzyme regulator activity	0	3	0	0.819629	3	440.9326654
GO:0004351	glutamate decarboxylase activity	0	3	0	0.819629	3	440.9326654
GO:0004733	pyridoxamine-phosphate oxidase activity	0	3	0	0.819629	3	440.9326654
GO:0031929	TOR signaling cascade	0	3	0	0.819629	3	440.9326654
GO:0047547	2-methylcitrate dehydratase activity	0	3	0	0.819629	3	440.9326654
GO:0015079	potassium ion transmembrane transporter activity	0	3	0	0.819629	3	440.9326654
GO:0006493	protein O-linked glycosylation	0	3	0	0.819629	3	440.9326654
GO:0047750	cholestenol delta-isomerase activity	0	3	0	0.819629	3	440.9326654
GO:0016830	carbon-carbon lyase activity	0	3	0	0.819629	3	440.9326654
GO:0006544	glycine metabolic process	0	3	0	0.819629	3	440.9326654
GO:0015969	guanosine tetraphosphate metabolic process	0	3	0	0.819629	3	440.9326654
GO:0051103	DNA ligation involved in DNA repair	0	3	0	0.819629	3	440.9326654
GO:0004784	superoxide dismutase activity	0	3	0	0.819629	3	440.9326654
GO:0018298	protein-chromophore linkage	0	3	0	0.819629	3	440.9326654
GO:0000104	succinate dehydrogenase activity	0	3	0	0.819629	3	440.9326654
GO:0000502	proteasome complex	0	3	0	0.819629	3	440.9326654
GO:0004707	MAP kinase activity	0	3	0	0.819629	3	440.9326654
GO:0004857	enzyme inhibitor activity	0	3	0	0.819629	3	440.9326654
GO:0015696	ammonium transport	0	3	0	0.819629	3	440.9326654
GO:0042176	regulation of protein catabolic process	0	3	0	0.819629	3	440.9326654
GO:0018576	"catechol 1,2-dioxygenase activity"	0	3	0	0.819629	3	440.9326654
GO:0003910	DNA ligase (ATP) activity	0	3	0	0.819629	3	440.9326654
GO:0006003	"fructose 2,6-bisphosphate metabolic process"	0	3	0	0.819629	3	440.9326654
GO:0006366	transcription from RNA polymerase II promoter	0	3	0	0.819629	3	440.9326654
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	0	3	0	0.819629	3	440.9326654
GO:0004045	aminoacyl-tRNA hydrolase activity	0	3	0	0.819629	3	440.9326654
GO:0006044	N-acetylglucosamine metabolic process	0	3	0	0.819629	3	440.9326654
GO:0006302	double-strand break repair	0	3	0	0.819629	3	440.9326654
GO:0006825	copper ion transport	0	3	0	0.819629	3	440.9326654
GO:0004826	phenylalanine-tRNA ligase activity	0	3	0	0.819629	3	440.9326654
GO:0016812	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"	0	3	0	0.819629	3	440.9326654
GO:0006525	arginine metabolic process	0	3	0	0.819629	3	440.9326654
GO:0015297	antiporter activity	0	3	0	0.819629	3	440.9326654
GO:0000213	tRNA-intron endonuclease activity	0	3	0	0.819629	3	440.9326654
GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	0	3	0	0.819629	3	440.9326654
GO:0016888	"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	0	3	0	0.819629	3	440.9326654
GO:0005789	endoplasmic reticulum membrane	1	10	0.090909091	0.033057	11	474.4599096
GO:0009116	nucleoside metabolic process	1	10	0.090909091	0.033057	11	474.4599096
GO:0019239	deaminase activity	1	10	0.090909091	0.033057	11	474.4599096
GO:0009082	branched-chain amino acid biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0000775	"chromosome, centromeric region"	0	4	0	0.767049	4	561.4196212
GO:0030150	protein import into mitochondrial matrix	0	4	0	0.767049	4	561.4196212
GO:0006465	signal peptide processing	0	4	0	0.767049	4	561.4196212
GO:0001510	RNA methylation	0	4	0	0.767049	4	561.4196212
GO:0034551	mitochondrial respiratory chain complex III assembly	0	4	0	0.767049	4	561.4196212
GO:0016832	aldehyde-lyase activity	0	4	0	0.767049	4	561.4196212
GO:0033180	"proton-transporting V-type ATPase, V1 domain"	0	4	0	0.767049	4	561.4196212
GO:0000145	exocyst	0	4	0	0.767049	4	561.4196212
GO:0003855	3-dehydroquinate dehydratase activity	0	4	0	0.767049	4	561.4196212
GO:0006887	exocytosis	0	4	0	0.767049	4	561.4196212
GO:0004075	biotin carboxylase activity	0	4	0	0.767049	4	561.4196212
GO:0003968	RNA-directed RNA polymerase activity	0	4	0	0.767049	4	561.4196212
GO:0009085	lysine biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0009059	macromolecule biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0018580	nitronate monooxygenase activity	0	4	0	0.767049	4	561.4196212
GO:0004100	chitin synthase activity	0	4	0	0.767049	4	561.4196212
GO:0051276	chromosome organization	0	4	0	0.767049	4	561.4196212
GO:0032549	ribonucleoside binding	0	4	0	0.767049	4	561.4196212
GO:0046856	phosphatidylinositol dephosphorylation	0	4	0	0.767049	4	561.4196212
GO:0005956	protein kinase CK2 complex	0	4	0	0.767049	4	561.4196212
GO:0016717	"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	0	4	0	0.767049	4	561.4196212
GO:0000162	tryptophan biosynthetic process	0	4	0	0.767049	4	561.4196212
GO:0016567	protein ubiquitination	0	4	0	0.767049	4	561.4196212
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	0	4	0	0.767049	4	561.4196212
GO:0043234	protein complex	0	4	0	0.767049	4	561.4196212
GO:0005869	dynactin complex	0	4	0	0.767049	4	561.4196212
GO:0008235	metalloexopeptidase activity	0	4	0	0.767049	4	561.4196212
GO:0005247	voltage-gated chloride channel activity	0	4	0	0.767049	4	561.4196212
GO:0031105	septin complex	0	4	0	0.767049	4	561.4196212
